0,0,0,0,0,329,0,0
0,0,0,0,0,327,0,0
0,0,0,0,0,326,0,0
0,0,0,0,0,321,0,0
0,0,0,0,0,323,0,0
0,0,0,0,0,327,0,0
0,0,0,0,0,325,0,0
0,0,0,0,0,323,0,0
0,0,0,0,0,326,0,0
0,0,0,0,0,325,0,0
0,0,0,0,0,330,0,0
0,0,0,0,0,323,0,0
0,0,0,0,0,325,0,0
0,0,0,0,0,327,0,0
0,0,0,0,0,318,0,0
0,0,0,0,0,324,0,0
0,0,0,0,0,323,0,0
0,0,0,0,0,329,0,0
0,0,0,0,0,332,0,0
0,0,0,0,0,333,0,0
0,0,0,0,0,330,0,0
0,0,0,0,0,325,0,0
0,0,0,0,0,318,0,0
0,0,0,0,0,315,580,0
0,0,0,0,3824,1567,27,3912
0,0,0,0,3824,3849,3071,3898
0,0,0,0,0,322,0,0
0,0,3906,2949,0,283,0,0
178,3731,3994,3265,0,0,0,0
2544,3894,3923,3615,0,0,0,0
2917,3939,3938,3520,0,0,0,0
0,0,0,0,0,464,2090,1152
0,0,0,0,0,423,2688,3526
0,0,0,0,0,429,2490,3811
0,0,0,0,0,462,2947,3851
0,0,0,0,0,464,2254,3892
0,0,0,0,0,367,352,3865
0,0,0,0,1737,1282,1390,3805
0,0,0,0,0,331,0,0
0,0,0,0,0,334,0,0
0,0,0,0,0,336,0,0
0,0,0,10,3646,492,0,0
0,0,3827,3148,3583,409,0,0
91,1771,3981,3677,0,160,0,0
179,3869,4039,3680,0,0,0,0
122,2387,3735,3559,0,94,0,0
0,0,0,0,0,318,0,0
0,0,0,0,0,343,0,0
0,0,0,0,0,341,0,0
0,0,0,0,0,340,0,0
0,0,0,0,0,343,0,0
0,0,0,0,0,339,0,0
0,0,0,0,0,326,0,0
0,0,0,0,0,330,0,0
0,0,0,0,0,331,0,0
0,0,0,1219,0,330,0,0
0,0,0,2556,0,342,0,0
0,0,0,2401,0,362,0,0
0,0,42,1754,0,400,0,0
0,0,3947,3179,0,310,0,0
148,2962,3972,3554,0,0,0,0
166,3511,3995,3636,0,0,0,0
164,3504,3981,3754,0,0,0,0
113,2226,3986,3199,0,90,0,0
1936,3946,3983,3879,0,0,0,0
0,0,0,0,0,1039,0,0
0,0,0,0,0,971,0,0
0,0,0,0,0,972,0,0
0,0,0,0,50,1326,2994,3741
0,0,0,0,3826,3831,2515,3839
0,0,0,0,0,998,0,0
0,0,0,0,0,1006,0,0
0,0,0,0,0,1010,0,0
0,0,0,0,0,1040,0,0
33,1437,3935,2677,0,823,0,0
3322,4023,3975,3503,0,0,0,0
0,64,0,3345,0,974,0,0
0,0,0,0,0,987,0,0
0,0,0,0,0,998,0,0
0,0,0,0,0,1009,0,0
0,0,0,0,0,1273,2341,0
0,0,0,0,3440,1984,3150,0
0,0,0,0,3423,1347,687,0
0,0,0,0,3632,1271,0,3209
0,0,0,0,3803,1686,1904,3718
0,0,0,0,0,987,0,0
0,0,0,0,0,981,0,0
0,0,0,0,0,1006,0,0
0,0,0,0,0,1003,0,0
0,0,0,0,0,1003,0,0
0,0,0,0,0,1009,0,0
0,0,0,0,0,990,0,0
0,0,0,0,0,1005,0,0
0,0,0,0,0,1005,0,0
0,0,0,0,0,983,0,0
0,0,0,0,0,1002,0,0
0,0,0,0,0,1017,0,0
0,0,0,0,0,1011,0,0
0,0,0,0,0,1011,0,0
0,0,0,0,0,999,0,0
0,0,0,0,0,1011,0,0
0,0,0,0,0,1036,0,0
0,0,0,0,0,1015,0,0
0,0,0,0,0,1014,0,0
0,0,0,0,0,1008,0,0
0,0,0,0,0,992,0,0
0,0,0,0,0,975,0,0
0,0,0,0,0,965,0,0
0,0,0,0,0,1007,0,0
0,0,0,0,0,1011,0,0
0,0,0,0,0,1009,0,0
0,0,0,0,0,1043,0,0
0,0,0,0,0,1048,0,0
0,0,0,0,0,1011,0,0
0,0,0,0,0,1008,0,0
0,0,0,0,0,1006,0,0
0,0,0,0,0,1008,0,0
0,0,0,0,0,1021,0,0
0,0,0,0,0,1004,0,0
0,0,0,0,0,1014,0,0
0,0,0,0,0,1015,0,0
0,0,0,0,0,1009,0,0
0,0,0,0,0,991,0,0
0,0,0,0,0,1010,0,0
0,0,0,0,0,1013,0,0
0,0,0,0,0,999,0,0
0,0,0,0,0,1013,0,0
0,0,0,0,0,993,0,0
0,0,0,0,0,985,0,0
0,0,0,0,0,990,0,0
0,0,0,0,0,995,0,0
0,0,0,0,0,1007,0,0
0,0,0,0,0,994,0,0
0,0,0,0,0,987,0,0
0,0,0,0,0,1004,0,0
0,0,0,0,0,998,0,0
0,0,0,0,0,1006,0,0
0,0,0,0,0,1009,0,0
0,0,0,0,0,1014,0,0
0,0,0,0,0,1011,0,0
0,0,0,0,0,992,0,0
0,0,0,0,0,994,0,0
0,0,0,0,0,997,0,0
0,0,0,0,0,993,0,0
0,0,0,0,0,1002,0,0
0,0,0,0,0,996,0,0
0,0,0,0,0,1006,0,0
0,0,0,0,0,1002,0,0
0,0,0,0,0,991,0,0
0,0,0,0,0,1011,0,0
0,0,0,0,0,993,0,0
0,0,0,0,0,994,0,0
0,0,0,0,0,981,0,0
0,0,0,0,0,999,0,0
0,0,0,0,0,976,0,0
0,0,0,0,0,1000,0,0
0,0,0,0,0,992,0,0
0,0,0,0,0,998,0,0
0,0,0,0,0,983,0,0
0,0,0,0,0,993,0,0
0,0,0,0,0,990,0,0
0,0,0,0,0,1009,0,0
0,0,0,0,0,991,0,0
0,0,0,0,0,983,0,0
0,0,0,0,0,987,0,0
0,0,0,0,0,997,0,0
0,0,0,0,0,989,0,0
